Location,Date,Time,Traffic_Status
Kurnool,2025-09-21,08:08,Low
East Godavari,2025-11-21,09:33,Low
Nellore,2025-09-23,06:32,Medium
Srikakulam,2025-05-11,13:52,Low
Nellore,2025-09-16,11:07,Low
Vizianagaram,2025-10-04,06:46,High
Chittoor,2025-09-02,02:28,Low
Chittoor,2025-06-23,15:31,High
Vizianagaram,2025-07-27,11:12,High
Srikakulam,2025-05-20,09:28,High
Vizianagaram,2025-03-21,17:44,High
YSR Kadapa,2025-08-13,15:08,Low
Guntur,2025-01-02,01:33,Low
Visakhapatnam,2025-06-06,08:38,High
East Godavari,2025-08-14,04:46,Medium
Krishna,2025-08-07,03:36,High
East Godavari,2025-07-13,13:55,Medium
Chittoor,2025-08-14,08:37,Low
Krishna,2025-03-13,09:48,Medium
Chittoor,2025-02-19,18:26,High
Srikakulam,2025-01-28,10:20,High
Nellore,2025-04-27,17:15,Low
YSR Kadapa,2025-11-02,10:50,High
Guntur,2025-03-17,03:12,Medium
Chittoor,2025-08-03,06:09,Low
West Godavari,2025-01-07,09:51,Medium
East Godavari,2025-07-20,17:45,Low
Nellore,2025-02-10,21:05,High
West Godavari,2025-11-16,16:38,Medium
Kurnool,2025-08-25,07:24,High
Prakasam,2025-08-04,01:12,Low
Krishna,2025-10-11,17:16,Medium
Kurnool,2025-01-02,14:46,Medium
YSR Kadapa,2025-11-04,00:20,Low
East Godavari,2025-03-02,02:36,Low
Vizianagaram,2025-09-05,09:41,Low
YSR Kadapa,2025-12-06,05:07,Medium
Guntur,2025-02-09,02:00,High
West Godavari,2025-08-04,01:57,Medium
Krishna,2025-10-06,23:46,Medium
Vizianagaram,2025-10-16,10:19,High
East Godavari,2025-05-12,19:24,High
East Godavari,2025-10-18,06:06,High
Kurnool,2025-10-13,19:52,High
YSR Kadapa,2025-11-07,21:00,Low
Anantapur,2025-04-12,05:23,High
Vizianagaram,2025-05-22,01:34,High
Nellore,2025-12-25,05:57,High
Vizianagaram,2025-12-15,12:10,Medium
YSR Kadapa,2025-07-11,03:02,High
Nellore,2025-01-11,21:53,Low
Chittoor,2025-03-18,06:30,High
Prakasam,2025-12-18,06:52,High
YSR Kadapa,2025-05-09,08:26,High
Chittoor,2025-12-08,23:55,Low
Srikakulam,2025-07-22,11:16,Low
Vizianagaram,2025-06-28,07:17,Low
Kurnool,2025-12-23,11:04,Medium
Chittoor,2025-10-03,23:30,Medium
East Godavari,2025-06-19,05:37,Medium
Anantapur,2025-09-09,05:42,Low
West Godavari,2025-09-17,20:46,Low
Krishna,2025-02-20,05:47,High
YSR Kadapa,2025-03-24,16:12,Low
Guntur,2025-05-03,14:10,High
Prakasam,2025-12-09,23:37,Medium
Guntur,2025-03-26,12:37,Medium
Vizianagaram,2025-12-20,08:49,Medium
Vizianagaram,2025-06-19,12:13,High
YSR Kadapa,2025-11-05,02:39,Low
East Godavari,2025-04-10,07:23,Low
Anantapur,2025-03-04,19:35,High
Srikakulam,2025-01-02,23:10,High
Vizianagaram,2025-01-24,06:13,Medium
Chittoor,2025-09-17,21:51,High
Chittoor,2025-06-06,17:07,Low
Nellore,2025-05-03,22:00,Low
Visakhapatnam,2025-09-27,09:28,Low
West Godavari,2025-11-06,17:49,Low
Chittoor,2025-08-13,15:49,High
Nellore,2025-01-20,18:24,Low
Vizianagaram,2025-06-10,17:28,Medium
YSR Kadapa,2025-08-26,16:50,High
Guntur,2025-10-07,00:50,High
Krishna,2025-09-14,22:01,High
East Godavari,2025-09-03,17:49,High
Nellore,2025-01-24,05:41,High
Krishna,2025-02-08,03:31,Low
YSR Kadapa,2025-12-10,22:22,Medium
Anantapur,2025-07-20,23:15,Low
West Godavari,2025-06-28,12:30,Low
Visakhapatnam,2025-07-18,22:20,Low
Kurnool,2025-08-11,00:57,Low
Prakasam,2025-12-20,17:14,Low
Nellore,2025-09-03,16:02,High
Krishna,2025-10-16,14:29,High
Anantapur,2025-03-12,13:26,Low
Guntur,2025-08-04,23:03,Medium
East Godavari,2025-08-18,03:40,Low
Kurnool,2025-10-16,02:40,Medium
Anantapur,2025-02-21,14:12,High
Anantapur,2025-07-13,18:23,Medium
East Godavari,2025-06-05,11:48,Medium
Vizianagaram,2025-11-23,01:12,Medium
Nellore,2025-02-18,13:56,High
Kurnool,2025-09-20,15:25,Medium
Vizianagaram,2025-03-19,23:16,Medium
West Godavari,2025-04-23,23:43,Low
Chittoor,2025-11-14,02:49,High
Anantapur,2025-03-09,02:50,High
Vizianagaram,2025-11-06,18:30,High
West Godavari,2025-11-14,08:35,Low
Chittoor,2025-01-06,04:51,High
Srikakulam,2025-09-08,08:45,High
West Godavari,2025-04-03,04:42,High
Guntur,2025-08-10,02:47,Low
Krishna,2025-04-03,11:13,High
Chittoor,2025-04-17,03:31,Medium
Guntur,2025-12-16,10:36,Low
Anantapur,2025-03-17,07:41,High
West Godavari,2025-12-27,03:48,Medium
East Godavari,2025-02-22,21:47,Low
Visakhapatnam,2025-05-16,16:28,Medium
Prakasam,2025-12-03,18:29,Low
Visakhapatnam,2025-05-13,02:55,High
Anantapur,2025-07-17,20:57,Medium
Srikakulam,2025-10-13,01:37,High
Chittoor,2025-10-12,07:10,High
Chittoor,2025-10-18,22:44,Medium
Visakhapatnam,2025-03-08,21:58,Medium
Prakasam,2025-12-18,13:48,Medium
Nellore,2025-04-22,09:26,Medium
Krishna,2025-05-20,15:00,High
Srikakulam,2025-07-09,15:02,Low
Prakasam,2025-02-21,18:49,High
Guntur,2025-11-06,14:57,Medium
Visakhapatnam,2025-07-16,01:30,High
Kurnool,2025-07-06,23:41,Low
Anantapur,2025-08-03,04:16,Medium
West Godavari,2025-12-11,12:48,High
Chittoor,2025-11-21,04:47,Low
Vizianagaram,2025-01-24,11:28,Low
West Godavari,2025-09-05,17:05,Medium
Prakasam,2025-07-25,01:25,Low
Vizianagaram,2025-11-17,06:37,Low
Nellore,2025-02-03,22:40,Low
Visakhapatnam,2025-06-07,13:16,Low
YSR Kadapa,2025-01-16,15:24,High
East Godavari,2025-09-25,09:32,Low
East Godavari,2025-01-26,19:08,Low
YSR Kadapa,2025-04-23,13:59,Low
Prakasam,2025-04-08,09:27,Low
Krishna,2025-05-20,18:14,High
Vizianagaram,2025-12-07,22:54,Low
Visakhapatnam,2025-06-26,10:07,High
Prakasam,2025-10-25,09:27,High
East Godavari,2025-01-01,11:33,High
East Godavari,2025-06-12,20:29,High
East Godavari,2025-12-09,17:04,Low
Krishna,2025-01-28,01:14,Low
Chittoor,2025-10-12,20:30,High
Vizianagaram,2025-02-02,00:23,Medium
Visakhapatnam,2025-09-19,06:30,High
Visakhapatnam,2025-01-20,05:29,High
Guntur,2025-11-11,21:23,Low
Visakhapatnam,2025-04-25,20:21,Medium
Srikakulam,2025-06-09,19:01,High
East Godavari,2025-04-22,15:40,High
East Godavari,2025-08-17,16:02,Medium
Srikakulam,2025-10-26,19:15,Medium
West Godavari,2025-09-20,06:04,Low
Kurnool,2025-10-22,10:01,Medium
East Godavari,2025-06-26,16:52,Low
Prakasam,2025-01-19,15:48,High
YSR Kadapa,2025-02-21,19:45,Low
Vizianagaram,2025-04-16,16:27,Low
Chittoor,2025-12-03,04:28,High
Guntur,2025-05-12,11:33,High
East Godavari,2025-02-08,09:29,High
West Godavari,2025-03-26,16:20,High
Visakhapatnam,2025-07-26,04:39,High
Vizianagaram,2025-01-18,17:38,Medium
Srikakulam,2025-04-16,18:39,Medium
Nellore,2025-10-07,16:36,High
Chittoor,2025-06-03,13:47,Low
Chittoor,2025-04-21,23:30,High
East Godavari,2025-06-13,05:47,Low
Nellore,2025-08-07,09:56,High
Prakasam,2025-04-04,05:38,High
Nellore,2025-08-12,22:33,High
Nellore,2025-09-02,10:30,High
Guntur,2025-04-10,21:33,High
Kurnool,2025-10-19,04:17,High
Visakhapatnam,2025-02-28,11:30,Medium
Anantapur,2025-08-13,20:20,Low
Krishna,2025-12-17,06:24,High
Visakhapatnam,2025-12-17,01:23,Low
Chittoor,2025-10-22,10:13,High
Guntur,2025-04-06,05:56,Low
Anantapur,2025-11-02,09:35,Low
Visakhapatnam,2025-03-25,22:04,Low
Srikakulam,2025-10-15,19:28,High
West Godavari,2025-06-05,08:57,High
Guntur,2025-03-01,07:51,Low
Chittoor,2025-03-20,22:33,High
Krishna,2025-08-08,05:42,High
Srikakulam,2025-10-13,19:06,Medium
Anantapur,2025-05-08,11:46,Medium
Nellore,2025-07-27,05:28,Low
Kurnool,2025-05-20,22:55,Low
Anantapur,2025-11-12,03:25,High
Vizianagaram,2025-09-10,20:46,Low
East Godavari,2025-04-02,13:50,High
Vizianagaram,2025-11-16,04:47,Low
Nellore,2025-04-03,01:56,High
Nellore,2025-07-24,21:18,Low
Anantapur,2025-06-04,15:13,High
Kurnool,2025-09-10,08:09,Medium
Anantapur,2025-05-25,00:27,Low
Prakasam,2025-09-13,17:38,Medium
West Godavari,2025-08-14,09:46,Medium
Srikakulam,2025-03-28,18:18,Medium
Vizianagaram,2025-12-09,07:23,Medium
Chittoor,2025-08-09,09:24,Low
Kurnool,2025-04-18,21:42,Medium
Chittoor,2025-12-04,04:18,High
Nellore,2025-03-07,12:37,Low
Vizianagaram,2025-11-14,16:56,Low
Vizianagaram,2025-04-24,20:23,Medium
Anantapur,2025-05-04,14:47,Low
Nellore,2025-10-19,14:45,Low
Kurnool,2025-04-09,14:01,Medium
Prakasam,2025-09-22,23:27,Low
Visakhapatnam,2025-06-10,17:19,Low
Guntur,2025-10-20,19:41,High
Visakhapatnam,2025-04-25,18:28,Low
East Godavari,2025-09-27,20:56,Medium
Prakasam,2025-03-27,10:51,High
West Godavari,2025-07-23,07:07,High
Prakasam,2025-08-08,04:13,Low
Krishna,2025-03-25,08:53,High
Anantapur,2025-02-16,05:11,High
East Godavari,2025-01-04,23:24,Low
Vizianagaram,2025-10-06,12:06,High
Nellore,2025-11-14,12:34,Medium
YSR Kadapa,2025-04-12,16:06,Low
Guntur,2025-06-14,23:03,Medium
Srikakulam,2025-03-27,14:09,Low
Chittoor,2025-02-06,19:02,Medium
West Godavari,2025-06-19,19:17,Low
Srikakulam,2025-02-25,22:42,Medium
Guntur,2025-09-02,22:51,Medium
West Godavari,2025-08-01,00:23,Medium
YSR Kadapa,2025-06-25,17:19,Medium
Guntur,2025-10-01,13:02,Low
Visakhapatnam,2025-08-12,21:19,Medium
Nellore,2025-06-22,01:33,Medium
Nellore,2025-06-11,12:25,High
Guntur,2025-07-23,14:10,Low
West Godavari,2025-07-15,03:23,Low
Prakasam,2025-05-24,14:15,Medium
Guntur,2025-11-21,12:40,High
Chittoor,2025-09-04,05:43,Low
West Godavari,2025-11-03,11:05,Medium
Nellore,2025-04-14,11:39,High
Prakasam,2025-10-12,23:19,Low
Srikakulam,2025-12-12,08:43,High
YSR Kadapa,2025-09-05,11:57,Medium
Nellore,2025-03-14,17:08,Low
Vizianagaram,2025-06-04,02:58,Low
Chittoor,2025-06-15,21:45,High
Chittoor,2025-03-02,09:39,Low
West Godavari,2025-11-02,08:55,High
West Godavari,2025-06-04,22:37,Low
Nellore,2025-03-06,19:01,High
Kurnool,2025-01-24,15:03,High
Krishna,2025-06-24,23:56,Low
Guntur,2025-10-05,06:48,Low
East Godavari,2025-07-27,15:49,Low
Krishna,2025-01-01,12:58,Medium
Vizianagaram,2025-08-01,13:12,Low
Vizianagaram,2025-10-14,05:15,Low
Anantapur,2025-04-11,12:41,Medium
Kurnool,2025-07-17,13:46,Medium
Nellore,2025-02-23,12:38,High
YSR Kadapa,2025-03-24,19:08,High
Nellore,2025-09-08,10:44,High
Visakhapatnam,2025-07-10,07:45,Medium
East Godavari,2025-11-20,06:52,High
East Godavari,2025-06-13,22:49,High
Chittoor,2025-10-08,01:39,High
Kurnool,2025-04-18,21:20,High
Anantapur,2025-05-09,21:35,Medium
Visakhapatnam,2025-06-09,01:52,Medium
Chittoor,2025-11-14,09:00,High
Krishna,2025-08-24,02:21,Low
Prakasam,2025-07-17,05:08,Low
East Godavari,2025-02-14,08:45,High
Kurnool,2025-12-22,19:30,Medium
East Godavari,2025-05-12,02:58,High
West Godavari,2025-07-23,14:15,Medium
Anantapur,2025-07-04,04:24,Medium
Anantapur,2025-07-11,02:50,Low
Vizianagaram,2025-02-20,13:36,Low
Nellore,2025-01-05,06:03,High
YSR Kadapa,2025-06-03,07:48,Low
Chittoor,2025-09-12,08:27,Low
Anantapur,2025-10-26,12:23,Medium
Krishna,2025-03-13,23:45,Low
Vizianagaram,2025-07-20,04:24,Medium
Srikakulam,2025-09-02,09:50,High
Krishna,2025-11-25,01:48,Medium
Visakhapatnam,2025-02-25,19:23,High
Visakhapatnam,2025-12-09,20:10,Low
Vizianagaram,2025-06-08,02:42,Medium
Kurnool,2025-11-15,21:20,Medium
Visakhapatnam,2025-08-08,08:47,Low
Visakhapatnam,2025-09-25,06:59,Medium
Prakasam,2025-10-26,21:57,Medium
Guntur,2025-05-13,16:55,Medium
Chittoor,2025-04-26,01:35,High
Krishna,2025-05-07,03:49,High
Chittoor,2025-09-15,03:13,Medium
Guntur,2025-10-24,08:07,High
West Godavari,2025-08-04,15:42,Low
Kurnool,2025-01-09,18:03,High
Prakasam,2025-11-01,21:26,Low
East Godavari,2025-08-12,23:05,Medium
YSR Kadapa,2025-04-22,02:33,Medium
Visakhapatnam,2025-10-15,10:05,Low
YSR Kadapa,2025-11-15,17:15,Medium
Chittoor,2025-09-16,12:46,High
Vizianagaram,2025-12-28,16:56,Medium
YSR Kadapa,2025-11-22,22:57,High
Guntur,2025-10-28,11:52,High
Prakasam,2025-07-03,12:50,Low
East Godavari,2025-04-01,22:01,High
Vizianagaram,2025-10-16,03:04,High
Chittoor,2025-10-20,09:55,Medium
Visakhapatnam,2025-02-07,12:03,Medium
Anantapur,2025-08-25,09:41,Low
Guntur,2025-08-22,07:40,Low
Anantapur,2025-03-18,21:05,High
Visakhapatnam,2025-09-26,11:20,Low
YSR Kadapa,2025-10-06,22:10,Medium
Prakasam,2025-08-25,10:03,High
Chittoor,2025-01-08,08:08,High
Srikakulam,2025-10-09,15:48,High
East Godavari,2025-09-28,11:21,Medium
East Godavari,2025-07-20,00:20,Low
West Godavari,2025-12-01,05:14,High
YSR Kadapa,2025-10-17,19:05,High
East Godavari,2025-12-27,22:35,High
Srikakulam,2025-08-14,01:35,Low
Kurnool,2025-12-15,14:20,Medium
West Godavari,2025-03-07,07:49,Low
YSR Kadapa,2025-07-20,15:03,High
Kurnool,2025-06-08,12:14,Low
West Godavari,2025-06-12,21:04,High
Visakhapatnam,2025-03-15,15:40,High
Krishna,2025-06-20,19:55,Medium
Krishna,2025-10-23,11:15,High
East Godavari,2025-03-08,03:30,Medium
East Godavari,2025-08-14,17:01,High
Kurnool,2025-03-27,10:09,High
Srikakulam,2025-03-23,18:05,Medium
West Godavari,2025-04-26,21:18,High
Chittoor,2025-02-01,04:14,Medium
Prakasam,2025-10-05,02:44,Low
Anantapur,2025-03-01,18:44,High
East Godavari,2025-01-17,11:02,High
Kurnool,2025-12-24,08:39,Low
Kurnool,2025-05-06,17:36,High
East Godavari,2025-08-17,14:44,High
Anantapur,2025-09-28,11:19,High
Anantapur,2025-02-26,16:13,Low
Visakhapatnam,2025-08-17,00:22,Medium
Guntur,2025-06-02,05:11,Low
Visakhapatnam,2025-12-12,22:43,High
YSR Kadapa,2025-12-27,04:49,High
YSR Kadapa,2025-03-11,21:18,High
Nellore,2025-04-28,05:33,Low
Guntur,2025-06-26,10:59,Low
Krishna,2025-04-11,07:48,Medium
Kurnool,2025-09-06,15:17,Low
YSR Kadapa,2025-11-05,05:36,Low
YSR Kadapa,2025-02-28,04:45,Low
East Godavari,2025-05-15,03:32,Low
West Godavari,2025-08-04,01:32,High
Visakhapatnam,2025-11-11,12:48,High
East Godavari,2025-11-21,01:45,Medium
Srikakulam,2025-02-05,12:20,High
Kurnool,2025-05-27,18:35,High
Guntur,2025-07-11,19:54,Low
Chittoor,2025-06-17,03:05,Medium
Chittoor,2025-05-18,22:36,Medium
Prakasam,2025-01-11,03:37,Low
West Godavari,2025-01-19,13:15,High
Vizianagaram,2025-12-04,18:56,Low
Kurnool,2025-05-14,05:23,Medium
Chittoor,2025-12-17,11:37,Medium
East Godavari,2025-05-22,10:41,High
West Godavari,2025-05-14,14:08,Low
Chittoor,2025-11-17,05:03,High
Chittoor,2025-05-04,08:48,Medium
Srikakulam,2025-02-07,01:38,Low
East Godavari,2025-04-12,20:30,Medium
Prakasam,2025-10-01,20:12,Medium
Vizianagaram,2025-03-12,12:04,High
Nellore,2025-09-24,14:53,High
Visakhapatnam,2025-03-04,20:48,Low
Vizianagaram,2025-05-01,00:15,Low
Kurnool,2025-12-21,11:42,Medium
Krishna,2025-05-10,19:56,Low
Chittoor,2025-04-24,14:55,High
Vizianagaram,2025-11-24,03:54,High
YSR Kadapa,2025-08-17,20:48,Medium
Visakhapatnam,2025-11-23,22:01,Low
Prakasam,2025-08-15,12:07,Low
Kurnool,2025-04-07,07:04,High
YSR Kadapa,2025-06-25,11:18,Medium
Chittoor,2025-03-28,06:40,Low
Anantapur,2025-08-04,02:43,Medium
Prakasam,2025-04-18,21:49,Low
Krishna,2025-03-28,08:03,Low
Guntur,2025-01-02,11:33,High
Prakasam,2025-11-28,16:06,Low
Visakhapatnam,2025-03-04,01:42,High
Krishna,2025-10-22,00:46,Medium
Vizianagaram,2025-09-04,13:48,Medium
Anantapur,2025-03-26,22:43,High
West Godavari,2025-07-22,22:59,Low
Nellore,2025-01-08,07:57,Low
Kurnool,2025-02-09,14:45,High
Nellore,2025-01-26,14:47,Medium
Anantapur,2025-08-28,00:00,Low
East Godavari,2025-01-27,00:44,High
Visakhapatnam,2025-04-23,09:34,Medium
Prakasam,2025-10-14,01:11,Low
West Godavari,2025-12-20,10:23,Low
YSR Kadapa,2025-02-19,09:51,High
Guntur,2025-12-09,11:12,Low
YSR Kadapa,2025-08-12,14:00,Medium
Vizianagaram,2025-12-22,07:28,Medium
Prakasam,2025-07-03,09:03,Medium
West Godavari,2025-02-28,00:18,Low
Chittoor,2025-10-27,16:36,Low
Guntur,2025-01-20,20:18,Medium
Vizianagaram,2025-09-16,19:31,Low
East Godavari,2025-12-02,00:58,Medium
Visakhapatnam,2025-07-06,16:26,High
Krishna,2025-03-16,14:58,Medium
Chittoor,2025-03-16,03:31,High
Prakasam,2025-05-16,11:45,High
Guntur,2025-08-16,12:04,Low
YSR Kadapa,2025-09-10,00:32,Low
West Godavari,2025-06-19,07:21,High
Anantapur,2025-11-02,07:00,High
Chittoor,2025-03-12,21:49,Medium
Krishna,2025-03-19,12:23,Medium
Chittoor,2025-12-15,00:12,Low
YSR Kadapa,2025-02-13,13:16,Low
Visakhapatnam,2025-12-07,18:08,Low
Chittoor,2025-11-05,23:49,Medium
East Godavari,2025-11-19,05:00,Low
Kurnool,2025-03-12,17:26,Medium
East Godavari,2025-02-27,20:32,High
Nellore,2025-01-21,09:11,Medium
Chittoor,2025-09-23,07:25,Low
Kurnool,2025-04-27,16:56,Medium
Krishna,2025-01-12,16:39,Low
East Godavari,2025-11-25,09:28,Low
Anantapur,2025-07-24,12:30,Medium
West Godavari,2025-08-26,14:05,High
Visakhapatnam,2025-08-04,08:47,Medium
Vizianagaram,2025-02-23,04:20,Medium
Visakhapatnam,2025-08-01,09:28,High
East Godavari,2025-04-11,12:29,High
YSR Kadapa,2025-07-07,03:06,Low
West Godavari,2025-12-06,08:01,High
YSR Kadapa,2025-06-25,18:31,High
Srikakulam,2025-10-25,12:19,Low
Guntur,2025-02-02,20:25,Low
Chittoor,2025-01-16,22:25,High
Anantapur,2025-01-17,14:46,Medium
Kurnool,2025-04-01,22:52,High
Krishna,2025-05-17,20:10,Low
Prakasam,2025-12-01,05:36,Low
Nellore,2025-07-23,13:58,High
Anantapur,2025-09-25,16:03,Low
Krishna,2025-08-03,03:43,High
Prakasam,2025-03-23,01:32,Medium
West Godavari,2025-05-06,22:47,Medium
West Godavari,2025-08-25,14:32,Low
West Godavari,2025-09-20,10:44,High
Guntur,2025-09-14,21:06,Low
West Godavari,2025-08-18,18:12,High
Guntur,2025-07-27,23:10,High
Visakhapatnam,2025-06-03,15:34,Low
YSR Kadapa,2025-10-28,17:44,Medium
East Godavari,2025-10-18,17:58,Low
Visakhapatnam,2025-06-26,20:45,Low
YSR Kadapa,2025-03-15,16:04,High
Nellore,2025-11-05,12:32,Low
Kurnool,2025-08-27,08:52,Low
Nellore,2025-05-01,10:51,Low
YSR Kadapa,2025-04-15,09:45,High
Anantapur,2025-11-23,13:42,High
Nellore,2025-02-09,02:31,Low
Nellore,2025-12-01,16:22,High
Nellore,2025-08-19,01:01,Medium
Vizianagaram,2025-11-10,13:39,High
Kurnool,2025-04-06,09:46,High
West Godavari,2025-03-03,21:55,High
West Godavari,2025-08-08,16:52,Low
Guntur,2025-07-20,02:33,Low
Srikakulam,2025-06-06,11:32,Low
Nellore,2025-08-24,22:10,Low
Srikakulam,2025-09-17,20:06,High
Vizianagaram,2025-08-15,12:21,High
Anantapur,2025-01-17,17:17,High
Nellore,2025-04-04,08:16,High
Anantapur,2025-05-20,22:41,Medium
Vizianagaram,2025-04-26,02:15,High
Kurnool,2025-02-21,03:33,High
Anantapur,2025-12-26,18:10,High
Krishna,2025-07-17,03:38,Low
Nellore,2025-12-07,00:39,Low
Kurnool,2025-12-20,10:31,Medium
YSR Kadapa,2025-06-05,05:42,Low
West Godavari,2025-09-06,17:00,Medium
YSR Kadapa,2025-04-02,22:07,Medium
Srikakulam,2025-09-05,15:00,Medium
YSR Kadapa,2025-09-20,06:59,High
Prakasam,2025-10-13,12:29,Low
East Godavari,2025-10-06,06:30,High
Chittoor,2025-01-23,05:14,Medium
Vizianagaram,2025-01-05,07:52,Medium
Kurnool,2025-09-03,04:05,Low
Chittoor,2025-07-15,08:14,Low
Vizianagaram,2025-08-15,11:01,Low
Guntur,2025-10-02,15:48,High
Visakhapatnam,2025-12-20,23:52,Medium
Nellore,2025-08-12,20:59,Low
Visakhapatnam,2025-08-01,21:28,Medium
YSR Kadapa,2025-07-24,15:30,High
YSR Kadapa,2025-04-07,17:03,High
Kurnool,2025-08-13,05:27,High
Chittoor,2025-09-05,13:53,Low
YSR Kadapa,2025-10-07,16:16,Medium
Chittoor,2025-11-23,10:09,High
Krishna,2025-12-22,04:58,High
YSR Kadapa,2025-11-28,12:57,Medium
Anantapur,2025-11-02,10:38,High
East Godavari,2025-05-25,07:03,High
Chittoor,2025-02-23,04:38,Medium
Anantapur,2025-08-03,14:29,Low
Guntur,2025-05-20,14:20,Medium
Guntur,2025-11-14,16:34,Low
West Godavari,2025-03-23,18:44,Low
Nellore,2025-01-01,23:05,Medium
Vizianagaram,2025-09-27,11:06,High
East Godavari,2025-07-05,14:09,High
Prakasam,2025-01-09,10:38,Medium
East Godavari,2025-02-08,05:32,Medium
Chittoor,2025-10-19,15:56,Medium
Prakasam,2025-12-04,02:49,High
Chittoor,2025-05-18,00:18,Medium
Visakhapatnam,2025-02-04,23:16,Medium
Kurnool,2025-04-01,20:01,Medium
Vizianagaram,2025-02-24,14:37,Medium
Guntur,2025-02-25,05:49,High
East Godavari,2025-08-27,10:04,High
Guntur,2025-05-22,15:47,Low
Nellore,2025-08-14,12:34,High
Srikakulam,2025-05-20,01:02,Medium
Guntur,2025-08-12,05:57,Medium
Srikakulam,2025-02-19,02:15,Medium
Anantapur,2025-08-06,11:52,Low
YSR Kadapa,2025-09-12,18:16,Medium
YSR Kadapa,2025-02-18,15:57,Medium
Visakhapatnam,2025-09-05,11:06,High
Visakhapatnam,2025-10-18,09:38,Medium
Visakhapatnam,2025-03-02,05:40,High
West Godavari,2025-02-13,10:45,Medium
Visakhapatnam,2025-09-28,14:15,Low
Anantapur,2025-02-12,01:45,Medium
East Godavari,2025-03-06,10:47,High
Chittoor,2025-06-25,03:31,Medium
Vizianagaram,2025-07-04,17:39,High
Guntur,2025-08-19,00:06,Low
Srikakulam,2025-04-28,23:59,Low
Kurnool,2025-07-15,13:05,Low
Chittoor,2025-01-09,20:40,High
Srikakulam,2025-09-02,11:26,Low
Vizianagaram,2025-10-22,15:34,Low
Guntur,2025-09-19,23:21,High
Visakhapatnam,2025-02-20,13:19,Low
YSR Kadapa,2025-07-05,15:52,Medium
Chittoor,2025-03-15,12:07,Low
Srikakulam,2025-09-22,10:06,High
Visakhapatnam,2025-04-17,02:00,Medium
Kurnool,2025-01-05,11:47,High
Anantapur,2025-10-19,06:09,High
East Godavari,2025-02-17,08:15,Medium
YSR Kadapa,2025-10-28,04:35,High
Chittoor,2025-05-22,19:26,High
Nellore,2025-04-02,00:11,High
Guntur,2025-09-10,10:53,High
West Godavari,2025-06-25,20:27,High
West Godavari,2025-11-23,15:07,Low
Guntur,2025-06-25,08:30,High
YSR Kadapa,2025-11-05,13:38,Low
Anantapur,2025-03-04,04:48,Low
YSR Kadapa,2025-04-04,14:46,Medium
Prakasam,2025-11-13,17:55,Low
East Godavari,2025-03-19,09:02,Low
Srikakulam,2025-08-28,16:51,High
Srikakulam,2025-09-16,18:46,Low
Vizianagaram,2025-04-05,03:54,Low
Nellore,2025-10-27,12:19,Medium
Srikakulam,2025-09-22,16:07,Medium
Kurnool,2025-01-13,20:36,Medium
Prakasam,2025-09-08,00:50,Medium
Visakhapatnam,2025-10-25,05:31,Medium
Prakasam,2025-01-26,05:28,Medium
Visakhapatnam,2025-05-22,19:18,Medium
Krishna,2025-08-09,02:48,High
Guntur,2025-10-11,02:43,Medium
Kurnool,2025-05-10,10:27,High
Prakasam,2025-12-02,11:37,Low
Vizianagaram,2025-07-27,17:41,High
Prakasam,2025-05-09,20:29,Low
Visakhapatnam,2025-09-06,06:48,High
Kurnool,2025-06-12,20:00,High
Guntur,2025-09-06,11:09,High
Guntur,2025-02-05,13:24,Low
YSR Kadapa,2025-09-21,13:00,High
Nellore,2025-06-09,17:43,High
Guntur,2025-07-22,03:45,Low
Vizianagaram,2025-06-07,17:30,Medium
West Godavari,2025-10-04,10:39,Medium
West Godavari,2025-11-03,08:53,Low
West Godavari,2025-01-13,19:00,Medium
Vizianagaram,2025-07-21,01:33,Low
East Godavari,2025-09-08,18:19,High
East Godavari,2025-01-06,15:43,High
Vizianagaram,2025-06-08,00:47,High
Nellore,2025-01-11,00:31,Medium
Guntur,2025-05-01,04:01,Medium
West Godavari,2025-09-04,04:53,High
Visakhapatnam,2025-01-09,16:37,Medium
East Godavari,2025-10-26,05:52,High
Nellore,2025-06-23,12:15,Medium
West Godavari,2025-03-12,01:23,High
West Godavari,2025-01-03,20:20,Medium
Nellore,2025-05-27,20:08,High
Prakasam,2025-11-27,12:43,Medium
Nellore,2025-11-11,09:36,Low
Prakasam,2025-06-03,10:22,Medium
Chittoor,2025-11-21,21:39,Medium
Kurnool,2025-10-06,21:33,Low
Nellore,2025-08-28,03:02,High
Vizianagaram,2025-07-17,00:22,High
Anantapur,2025-12-14,04:46,Low
West Godavari,2025-12-25,16:47,Low
Nellore,2025-11-28,23:45,Medium
Visakhapatnam,2025-03-27,06:02,Medium
Srikakulam,2025-02-05,19:29,High
Nellore,2025-04-12,14:16,Low
West Godavari,2025-12-16,21:44,Low
Vizianagaram,2025-12-22,08:06,High
West Godavari,2025-07-09,21:39,Low
Nellore,2025-06-24,15:36,High
Chittoor,2025-02-23,16:35,Low
Visakhapatnam,2025-07-24,23:10,Medium
West Godavari,2025-11-17,16:15,High
Anantapur,2025-04-08,09:20,High
YSR Kadapa,2025-03-25,21:27,Low
Vizianagaram,2025-03-16,11:45,High
Anantapur,2025-03-27,15:02,High
Vizianagaram,2025-01-16,06:16,Low
Vizianagaram,2025-08-20,02:52,High
West Godavari,2025-11-25,19:51,High
